File,Base complexity,Predicates with operators,Nested levels,Complex code structures,Third-Party calls,Inter_dependencies,Intra_dependencies,Log
dataset/humaneval_transformation_new/HumanEval_83.py-f4a1f1b2ad2c18df96081c7f89f4bd315c9d28c167dece27084b8eff05ff16d6,6,3,3,5,2,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_83.py-f4a1f1b2ad2c18df96081c7f89f4bd315c9d28c167dece27084b8eff05ff16d6.log
dataset/humaneval_transformation_new/HumanEval_84.py-ba67c6eda1aedc86d2a30aef93bb3bc310ac295109ddbf280d44c617ec4ff185,3,0,0,6,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_84.py-ba67c6eda1aedc86d2a30aef93bb3bc310ac295109ddbf280d44c617ec4ff185.log
dataset/humaneval_transformation_new/HumanEval_85.py-4a7ffd2fdd864bd86cc5b9c09725c196510587d734c4aa84f16b2a2a8987aadd,3,1,0,7,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_85.py-4a7ffd2fdd864bd86cc5b9c09725c196510587d734c4aa84f16b2a2a8987aadd.log
dataset/humaneval_transformation_new/HumanEval_86.py-2ef9a1a44d0edfb570bad08d6d4f2e6bb972a41e9ef232fdf6fb3cce9b21fc4a,3,0,0,6,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_86.py-2ef9a1a44d0edfb570bad08d6d4f2e6bb972a41e9ef232fdf6fb3cce9b21fc4a.log
dataset/humaneval_transformation_new/HumanEval_87.py-35c58784766edcc4d2d3809ea502835c6492561c13bf9d776264b28432502cbd,3,1,0,10,6,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_87.py-35c58784766edcc4d2d3809ea502835c6492561c13bf9d776264b28432502cbd.log
dataset/humaneval_transformation_new/HumanEval_88.py-c46710da88a7f6ff808300555b64daeb2c54f4bcd568ea5a8fa52113b342776f,4,0,0,6,2,1,2,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_88.py-c46710da88a7f6ff808300555b64daeb2c54f4bcd568ea5a8fa52113b342776f.log
dataset/humaneval_transformation_new/HumanEval_89.py-b49bf2c2b094dc6a34244c1d580d70d81f720b8e8abaa48d51f3c80b8e1b329c,7,2,3,5,4,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_89.py-b49bf2c2b094dc6a34244c1d580d70d81f720b8e8abaa48d51f3c80b8e1b329c.log
dataset/humaneval_transformation_new/HumanEval_8.py-1cefe3a8c497020d933bbc9e2a8e1fe0bd4c62167651a5fc50b59bf8a20aa761,4,0,0,6,7,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_8.py-1cefe3a8c497020d933bbc9e2a8e1fe0bd4c62167651a5fc50b59bf8a20aa761.log
dataset/humaneval_transformation_new/HumanEval_90.py-80a546614e9996821f10281040830b86968530c3f0137f6de911d25051db5593,3,0,0,5,7,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_90.py-80a546614e9996821f10281040830b86968530c3f0137f6de911d25051db5593.log
dataset/humaneval_transformation_new/HumanEval_91.py-397af9aab43a54ff984ac32ee06ff9a2ed190c00985e6b0e428984e51c7b2563,3,0,0,6,8,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_91.py-397af9aab43a54ff984ac32ee06ff9a2ed190c00985e6b0e428984e51c7b2563.log
dataset/humaneval_transformation_new/HumanEval_92.py-3d7afafcc12538dc5c0a0b6fb140dbeb529553ffb898503a98d9f2fb7d5db6cc,6,2,1,5,2,0,3,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_92.py-3d7afafcc12538dc5c0a0b6fb140dbeb529553ffb898503a98d9f2fb7d5db6cc.log
dataset/humaneval_transformation_new/HumanEval_93.py-0209fce182c541d8ae758a0037f0cd175d2d90728bb46e278131fd40a46edadb,3,0,0,5,4,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_93.py-0209fce182c541d8ae758a0037f0cd175d2d90728bb46e278131fd40a46edadb.log
dataset/humaneval_transformation_new/HumanEval_94.py-b53bfed3fd0f3cf2c0be7699348af73a56b55b1c8d08a9ef36c7efafe1c7366d,9,6,7,3,3,1,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_94.py-b53bfed3fd0f3cf2c0be7699348af73a56b55b1c8d08a9ef36c7efafe1c7366d.log
dataset/humaneval_transformation_new/HumanEval_95.py-11c57da5cf8d71327edb42bb297c2a0040b52e871a31e9fdbf77e479f4fccd69,10,4,8,5,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_95.py-11c57da5cf8d71327edb42bb297c2a0040b52e871a31e9fdbf77e479f4fccd69.log
dataset/humaneval_transformation_new/HumanEval_96.py-27049dac24d70173b9e4c718957e053483969daf126f3a4791daa1b917925a70,8,2,6,6,2,0,1,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_96.py-27049dac24d70173b9e4c718957e053483969daf126f3a4791daa1b917925a70.log
dataset/humaneval_transformation_new/HumanEval_97.py-d273cd3a3bb3a174fd8a389efdbf14b5f0a84975a35a378f25acfcb2685f7546,3,0,0,7,6,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_97.py-d273cd3a3bb3a174fd8a389efdbf14b5f0a84975a35a378f25acfcb2685f7546.log
dataset/humaneval_transformation_new/HumanEval_98.py-975e78a7af47e0249482a8324a2cf18ff58056a13f6dd855c8c59413d3b026ff,6,1,1,7,5,1,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_98.py-975e78a7af47e0249482a8324a2cf18ff58056a13f6dd855c8c59413d3b026ff.log
dataset/humaneval_transformation_new/HumanEval_99.py-15dc4c5551ac9aed6070b1e199df763862984ba83981cfc0b27c7f2adf949c70,44,7,7,4,3,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_99.py-15dc4c5551ac9aed6070b1e199df763862984ba83981cfc0b27c7f2adf949c70.log
dataset/humaneval_transformation_new/HumanEval_9.py-6c57f94080113b0e8982cf16634b515322e9597a5a310fcdb6f31cb0644f9f4d,6,2,3,7,5,0,0,existing_benchmarks//humaneval/44c010c6f1e3851a51caa22348463e5b77c2ef96/dataset_humaneval_transformation_new_HumanEval_9.py-6c57f94080113b0e8982cf16634b515322e9597a5a310fcdb6f31cb0644f9f4d.log
